,manga_name,manga_link,volumes,chapters,status,genres,authors,serialization,members,favorite,score,rank,popularity,published 
97,The Breaker,https://myanimelist.net/manga/8586/The_Breaker,10,72,Finished,"Action, Comedy, Drama, Martial Arts, School","Park, Jin-Hwan (Art), Jeon, Geuk-jin (Story)",Young Champ,"91,710","5,699",8.581,982,38,"Jun  1, 2007 to Jul  20, 2010"
98,Shoujo Shuumatsu Ryokou,https://myanimelist.net/manga/72467/Shoujo_Shuumatsu_Ryokou,6,47,Finished,"Adventure, Slice of Life",Tsukumizu (Story & Art),Kurage Bunch,"13,260","1,036",8.581,992,656,"Feb  21, 2014 to Jan  12, 2018"
99,Yagate Kimi ni Naru,https://myanimelist.net/manga/88660/Yagate_Kimi_ni_Naru,Unknown,Unknown,Publishing,"School, Shoujo Ai","Nakatani, Nio (Story & Art)",Dengeki Daioh,"23,967","2,087",8.581,1002,334,"Apr  27, 2015 to ?"
100,Kimi no Na wa.,https://myanimelist.net/manga/99314/Kimi_no_Na_wa,3,9,Finished,"Drama, Romance, School, Supernatural, Seinen","Shinkai, Makoto (Story), Kotone, Ranmaru (Art)",Comic Alive,"23,465",663,8.581,1012,339,"May  27, 2016 to Jan  27, 2017"
101,Dorohedoro,https://myanimelist.net/manga/1133/Dorohedoro,23,190,Finished,"Action, Comedy, Fantasy, Horror, Seinen","Hayashida, Q (Story & Art)",Ikki,"44,400","3,271",8.571,1022,142,"Nov  30, 2000 to Sep  12, 2018"
102,Eyeshield 21,https://myanimelist.net/manga/43/Eyeshield_21,37,333,Finished,"Action, Comedy, Shounen, Sports","Inagaki, Riichiro (Story), Murata, Yusuke (Art)",Shounen Jump (Weekly),"44,587","3,701",8.561,1032,140,"Jul  23, 2002 to Jun  15, 2009"
103,Neon Genesis Evangelion,https://myanimelist.net/manga/698/Neon_Genesis_Evangelion,14,97,Finished,"Action, Mystery, Drama, Mecha, Sci-Fi, Shounen, Psychological","Sadamoto, Yoshiyuki (Story & Art)",Shounen Ace,"54,913","4,912",8.561,1042,107,"Dec  26, 1994 to Jun  4, 2013"
104,Kamisama Hajimemashita,https://myanimelist.net/manga/8157/Kamisama_Hajimemashita,25,154,Finished,"Comedy, Demons, Fantasy, Romance, Shoujo, Supernatural","Suzuki, Julietta (Story & Art)",Hana to Yume,"54,892","4,191",8.561,1052,108,"Feb  20, 2008 to May  20, 2016"
105,Chihayafuru,https://myanimelist.net/manga/13245/Chihayafuru,Unknown,Unknown,Publishing,"Drama, Game, Sports, Josei","Suetsugu, Yuki (Story & Art)",Be-Love,"21,987","1,493",8.551,1062,365,"Dec  28, 2007 to ?"
106,Horimiya,https://myanimelist.net/manga/42451/Horimiya,Unknown,Unknown,Publishing,"Comedy, Romance, School, Shounen, Slice of Life","Hagiwara, Daisuke (Art), HERO (Story)",GFantasy,"150,738","13,440",8.551,1072,13,"Oct  18, 2011 to ?"
107,"Ohayou, Ibarahime",https://myanimelist.net/manga/88639/Ohayou_Ibarahime,6,26,Finished,"Romance, Shoujo","Morino, Megumi (Story & Art)",Dessert,"5,329",203,8.551,1082,1909,"Nov  22, 2014 to May  24, 2017"
108,Glass no Kamen,https://myanimelist.net/manga/1469/Glass_no_Kamen,Unknown,Unknown,Publishing,"Drama, Romance, Shoujo","Miuchi, Suzue (Story & Art)",Hana to Yume,"6,671",307,8.541,1092,1465,Jan 1976 to ?
109,Kami nomi zo Shiru Sekai,https://myanimelist.net/manga/7519/Kami_nomi_zo_Shiru_Sekai,26,271,Finished,"Comedy, Fantasy, Romance, School, Shounen, Harem, Supernatural","Wakaki, Tamiki (Story & Art)",Shounen Sunday,"82,280","8,551",8.541,1102,49,"Apr  9, 2008 to Apr  23, 2014"
110,Noragami,https://myanimelist.net/manga/24692/Noragami,Unknown,Unknown,Publishing,"Action, Fantasy, Romance, Shounen, Supernatural",Adachitoka (Story & Art),Shounen Magazine (Monthly),"97,531","8,823",8.541,1112,34,"Dec  23, 2010 to ?"
111,Golden Kamuy,https://myanimelist.net/manga/85968/Golden_Kamuy,Unknown,Unknown,Publishing,"Action, Adventure, Historical, Seinen","Noda, Satoru (Story & Art)",Young Jump,"27,217","1,665",8.541,1122,275,"Aug  21, 2014 to ?"
112,Shinsetsu Ookami to Koushinryou: Ookami to Youhishi,https://myanimelist.net/manga/99821/Shinsetsu_Ookami_to_Koushinryou__Ookami_to_Youhishi,Unknown,Unknown,Publishing,Fantasy,"Hasekura, Isuna (Story), Ayakura, Juu (Art)",    None,"3,022",58,8.541,1132,3356,"Sep  10, 2016 to ?"
113,Kimi no Suizou wo Tabetai,https://myanimelist.net/manga/104538/Kimi_no_Suizou_wo_Tabetai,2,10,Finished,Drama,"Kirihara, Idumi (Art), Sumino, Yoru (Story)",Monthly Action,"12,123",604,8.541,1142,737,"Aug  25, 2016 to May  25, 2017"
114,Cross Game,https://myanimelist.net/manga/1183/Cross_Game,17,170,Finished,"Comedy, Drama, Romance, School, Shounen, Sports","Adachi, Mitsuru (Story & Art)",Shounen Sunday,"12,167",616,8.531,1152,732,"Sep  2, 2005 to Feb  17, 2010"
115,Holyland,https://myanimelist.net/manga/3285/Holyland,18,182,Finished,"Action, Martial Arts, Psychological, Seinen","Mori, Kouji (Story & Art)",Young Animal,"36,219","2,247",8.531,1162,189,"Oct  13, 2000 to May  23, 2008"
116,Kuroshitsuji,https://myanimelist.net/manga/3866/Kuroshitsuji,Unknown,Unknown,Publishing,"Action, Demons, Mystery, Fantasy, Historical, Shounen, Supernatural","Toboso, Yana (Story & Art)",GFantasy,"104,097","14,591",8.531,1172,26,"Sep  16, 2006 to ?"
117,Kyou kara Ore wa!!,https://myanimelist.net/manga/6812/Kyou_kara_Ore_wa,38,366,Finished,"Comedy, School, Shounen","Nishimori, Hiroyuki (Story & Art)",Shounen Sunday,"10,825",615,8.521,1222,851,1988 to Oct 1997
118,Shingeki no Kyojin,https://myanimelist.net/manga/23390/Shingeki_no_Kyojin,Unknown,Unknown,Publishing,"Action, Mystery, Drama, Fantasy, Horror, Shounen, Super Power, Supernatural","Isayama, Hajime (Story & Art)",Bessatsu Shounen Magazine,"262,760","31,884",8.531,1182,2,"Sep  9, 2009 to ?"
119,Hinamatsuri,https://myanimelist.net/manga/36413/Hinamatsuri,Unknown,Unknown,Publishing,"Comedy, Sci-Fi, Slice of Life, Seinen","Ohtake, Masao (Story & Art)",Harta,"23,069",994,8.531,1192,349,"Jun  15, 2010 to ?"
120,Koe no Katachi,https://myanimelist.net/manga/48621/Koe_no_Katachi,Unknown,1,Finished,"Drama, School, Shounen","Ooima, Yoshitoki (Story & Art)",Bessatsu Shounen Magazine,"44,004",589,8.531,1202,144,"Jan  8, 2011"
121,Boku no Hero Academia,https://myanimelist.net/manga/75989/Boku_no_Hero_Academia,Unknown,Unknown,Publishing,"Action, Comedy, School, Shounen, Super Power","Horikoshi, Kouhei (Story & Art)",Shounen Jump (Weekly),"184,931","19,489",8.531,1212,10,"Jul  7, 2014 to ?"
122,"Shuumatsu Nani Shitemasu ka? Mou Ichido dake, Aemasu ka?",https://myanimelist.net/manga/97643/Shuumatsu_Nani_Shitemasu_ka_Mou_Ichido_dake_Aemasu_ka,Unknown,Unknown,Publishing,"Drama, Fantasy","Kareno, Akira (Story), ue (Art)",    None,"2,699",32,8.511,1282,3769,"Apr  1, 2016 to ?"
123,Hadashi no Gen,https://myanimelist.net/manga/3281/Hadashi_no_Gen,10,54,Finished,"Drama, Historical, Shounen","Nakazawa, Keiji (Story & Art)",Shounen Jump (Weekly),"5,338",129,8.511,1232,1906,"May  22, 1973 to Sep  10, 1974"
124,Umineko no Naku Koro ni Chiru - Episode 5: End of the Golden Witch,https://myanimelist.net/manga/21498/Umineko_no_Naku_Koro_ni_Chiru_-_Episode_5__End_of_the_Golden_Witch,6,27,Finished,"Mystery, Drama, Fantasy, Horror, Magic, Shounen, Supernatural, Psychological, Thriller","Ryukishi07 (Story), Akitaka (Art)",Gangan Joker,"6,380",248,8.511,1242,1538,"Oct  22, 2010 to Nov  22, 2012"
125,No.6 Beyond,https://myanimelist.net/manga/45885/No6_Beyond,1,4,Finished,"Action, Mystery, Drama, Sci-Fi, Josei","Asano, Atsuko (Story)",    None,"2,912",33,8.511,1252,3500,"Nov  22, 2012"
126,Youjo Senki,https://myanimelist.net/manga/88930/Youjo_Senki,Unknown,Unknown,Publishing,"Magic, Military","Shinotsuki, Shinobu (Art), Zen, Carlo (Story)",    None,"8,813",352,8.501,1352,1074,"Oct  31, 2013 to ?"
127,SQ: Begin W/Your Name!,https://myanimelist.net/manga/93516/SQ__Begin_W_Your_Name,1,9,Finished,"Comedy, School, Shoujo Ai, Slice of Life",Tanjiu (Story & Art),    None,"24,424","1,233",8.511,1262,322,"Oct  5, 2015"
128,Something About Us,https://myanimelist.net/manga/96573/Something_About_Us,5,101,Finished,"Romance, School, Slice of Life","Lee, Yunji (Story & Art)",Lezhin Comics Webtoon,"10,515",431,8.501,1272,881,"Oct  1, 2014 to Oct  19, 2016"
129,Dragon Ball,https://myanimelist.net/manga/42/Dragon_Ball,42,520,Finished,"Action, Adventure, Comedy, Martial Arts, Sci-Fi, Shounen, Super Power","Toriyama, Akira (Story & Art)",Shounen Jump (Weekly),"84,832","10,866",8.501,1292,46,"Nov  20, 1984 to May  23, 1995"
130,Fruits Basket,https://myanimelist.net/manga/102/Fruits_Basket,23,136,Finished,"Comedy, Drama, Romance, School, Shoujo, Supernatural","Takaya, Natsuki (Story & Art)",Hana to Yume,"93,521","12,001",8.501,1302,35,"Jul  18, 1998 to Nov  20, 2006"
131,Onanie Master Kurosawa,https://myanimelist.net/manga/8967/Onanie_Master_Kurosawa,4,31,Finished,"Drama, School, Psychological","Yokota, Takuma (Art), Ise, Katsura (Story)",    None,"80,251","7,432",8.501,1312,53,Sep 2007 to Mar 2008
132,Hoshi no Samidare,https://myanimelist.net/manga/10552/Hoshi_no_Samidare,10,65,Finished,"Action, Adventure, Comedy, Drama, Psychological, Seinen","Mizukami, Satoshi (Story & Art)",Young King OURs GH,"36,641","2,804",8.501,1322,181,"Jun  30, 2005 to Aug  30, 2010"
133,The Breaker: New Waves,https://myanimelist.net/manga/22651/The_Breaker__New_Waves,20,203,Finished,"Action, Comedy, Drama, Martial Arts, Romance, School","Park, Jin-Hwan (Art), Jeon, Geuk-jin (Story)",Daum Webtoon,"64,086","4,105",8.501,1332,71,"Oct  8, 2010 to May  8, 2015"
134,Mahoutsukai no Yome,https://myanimelist.net/manga/61189/Mahoutsukai_no_Yome,Unknown,Unknown,Publishing,"Fantasy, Magic, Shounen, Slice of Life","Yamazaki, Kore (Story & Art)",Comic Garden,"56,464","3,200",8.501,1342,96,"Nov  30, 2013 to ?"
135,Nogi Wakaba wa Yuusha de Aru,https://myanimelist.net/manga/90810/Nogi_Wakaba_wa_Yuusha_de_Aru,2,21,Finished,"Fantasy, Magic","BUNBUN (Art), Takahiro (Story), Akashiro, Aoi (Story)",Dengeki G's magazine,"1,501",117,8.501,1362,6378,"Jul  30, 2015 to Jan  30, 2017"
136,Monogatari Series: Off Season,https://myanimelist.net/manga/93097/Monogatari_Series__Off_Season,4,12,Finished,"Comedy, Mystery, Drama, Vampire, Supernatural","Nisio, Isin (Story), VOFAN (Art)",    None,"1,727",32,8.501,1372,5624,"Oct  5, 2015 to Jan  11, 2017"
137,Jibaku Shounen Hanako-kun,https://myanimelist.net/manga/105084/Jibaku_Shounen_Hanako-kun,Unknown,Unknown,Publishing,"School, Supernatural","Aida, Iro (Story & Art)",GFantasy,"3,755",336,8.501,1382,2708,"Jun  18, 2014 to ?"
138,Kusuriya no Hitorigoto,https://myanimelist.net/manga/107562/Kusuriya_no_Hitorigoto,Unknown,Unknown,Publishing,"Drama, Historical, Seinen","Hyuuga, Natsu (Story), Nekokurage (Art), Nanao, Itsuki (Story)",Big Gangan,"6,267",239,8.501,1392,1572,"May  25, 2017 to ?"
139,Gintama,https://myanimelist.net/manga/44/Gintama,77,709,Finished,"Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen","Sorachi, Hideaki (Story & Art)",Shounen Jump (Weekly),"57,028","6,536",8.491,1402,93,"Dec  8, 2003 to Jun  20, 2019"
140,Nodame Cantabile,https://myanimelist.net/manga/419/Nodame_Cantabile,25,150,Finished,"Comedy, Romance, Slice of Life, Josei","Ninomiya, Tomoko (Story & Art)",Kiss,"19,258",838,8.491,1412,406,"Jul  10, 2001 to Aug  25, 2010"
141,Gunnm,https://myanimelist.net/manga/768/Gunnm,9,53,Finished,"Action, Sci-Fi, Seinen","Kishiro, Yukito (Story & Art)",Business Jump,"43,182","3,110",8.491,1422,152,Nov 1990 to Mar 1995
142,Doraemon,https://myanimelist.net/manga/1032/Doraemon,45,821,Finished,"Adventure, Comedy, Kids, School, Sci-Fi, Shounen, Slice of Life","Fujiko, Fujio F. (Story & Art)",    None,"7,040",694,8.491,1432,1388,Dec 1969 to 1996
143,Fullmetal Alchemist,https://myanimelist.net/manga/4658/Fullmetal_Alchemist,7,35,Finished,"Action, Adventure, Comedy, Mystery, Drama, Historical, Shounen, Supernatural, Psychological","Arakawa, Hiromu (Art), Inoue, Makoto (Story)",    None,"8,993",524,8.491,1442,1045,"Feb 2003 to Apr  22, 2010"
144,Kokou no Hito,https://myanimelist.net/manga/7375/Kokou_no_Hito,17,170,Finished,"Drama, Sports, Psychological, Seinen","Sakamoto, Shinichi (Story & Art)",Young Jump,"24,001","1,287",8.491,1452,331,2007 to 2012
145,Annarasumanara,https://myanimelist.net/manga/30079/Annarasumanara,3,27,Finished,"Mystery, Drama, Romance, School, Psychological, Seinen","Ha, Il-Kwon (Story & Art)",Naver Webtoon,"39,218","2,213",8.491,1462,167,"Jul  2, 2010 to Dec  31, 2010"
146,Orange,https://myanimelist.net/manga/35573/Orange,6,31,Finished,"Drama, Romance, School, Sci-Fi, Shoujo","Takano, Ichigo (Story & Art)",Monthly Action,"93,059","5,836",8.491,1472,36,"Mar  13, 2012 to Jan  25, 2017"
147,Bakemonogatari,https://myanimelist.net/manga/113010/Bakemonogatari,Unknown,Unknown,Publishing,"Action, Comedy, Mystery, Drama, Romance, Shounen, Vampire, Supernatural","Oh! Great (Art), Nisio, Isin (Story)",Shounen Magazine (Weekly),"5,804",215,8.491,1482,1732,"Mar  14, 2018 to ?"
148,Blade of the Immortal,https://myanimelist.net/manga/658/Blade_of_the_Immortal,30,207,Finished,"Action, Adventure, Drama, Historical, Martial Arts, Samurai, Supernatural, Seinen","Samura, Hiroaki (Story & Art)",Afternoon,"36,399","2,010",8.481,1492,187,"Jun  25, 1993 to Dec  25, 2012"
149,21st Century Boys,https://myanimelist.net/manga/743/21st_Century_Boys,2,16,Finished,"Mystery, Drama, Sci-Fi, Psychological, Seinen","Urasawa, Naoki (Story & Art)",Big Comic Spirits,"34,751",434,8.481,1502,197,"Dec  25, 2006 to Jul  14, 2007"
150,Basara,https://myanimelist.net/manga/974/Basara,27,112,Finished,"Adventure, Drama, Fantasy, Romance, Shoujo","Tamura, Yumi (Story & Art)",Betsucomi,"12,795",648,8.481,1512,691,"Aug  11, 1990 to May  13, 1998"
151,Rainbow: Nisha Rokubou no Shichinin,https://myanimelist.net/manga/7482/Rainbow__Nisha_Rokubou_no_Shichinin,22,235,Finished,"Drama, Historical, Psychological, Seinen","Abe, George (Story), Kakizaki, Masasumi (Art)",Young Sunday (Weekly),"12,224",481,8.481,1522,728,"Nov  21, 2002 to Jan  4, 2010"
152,Bakuman.,https://myanimelist.net/manga/9711/Bakuman,20,176,Finished,"Comedy, Drama, Romance, Shounen","Obata, Takeshi (Art), Ohba, Tsugumi (Story)",Shounen Jump (Weekly),"112,684","10,073",8.481,1532,22,"Aug  11, 2008 to Apr  23, 2012"
153,Daichouhen Doraemon,https://myanimelist.net/manga/12471/Daichouhen_Doraemon,24,126,Finished,"Adventure, Comedy, Fantasy, Kids, Sci-Fi, Shounen, Slice of Life","Fujiko, Fujio F. (Story & Art)",CoroCoro Comic,"2,024",65,8.481,1542,4893,Jan 1980 to Mar 2004
154,Durarara!!,https://myanimelist.net/manga/16816/Durarara,13,89,Finished,"Action, Drama, Romance, Supernatural","Narita, Ryohgo (Story), Yasuda, Suzuhito (Art)",    None,"18,403","1,015",8.481,1552,427,"Apr  10, 2004 to Jan  10, 2014"
155,Shin Angyo Onshi,https://myanimelist.net/manga/736/Shin_Angyo_Onshi,17,76,Finished,"Action, Adventure, Drama, Fantasy, Historical, Supernatural, Seinen","Yoon, In-Wan (Story), Yang, Kyung-il (Art)",Sunday Gene-X,"23,827","1,196",8.471,1562,337,"Mar  19, 2001 to Aug  18, 2007"
156,My Girl,https://myanimelist.net/manga/6164/My_Girl,5,44,Finished,"Drama, Slice of Life, Seinen","Yumeka, Sumomo (Story & Art)",Comic Bunch,"16,478",442,8.471,1572,499,"Jun  2, 2006 to Sep  3, 2010"
157,Toaru Majutsu no Index,https://myanimelist.net/manga/12854/Toaru_Majutsu_no_Index,22,133,Finished,"Action, Comedy, Fantasy, Magic, Sci-Fi, Super Power, Supernatural","Kamachi, Kazuma (Story), Haimura, Kiyotaka (Art)",    None,"18,186","1,228",8.461,1622,436,"Apr  10, 2004 to Oct  10, 2010"
158,Boku dake ga Inai Machi,https://myanimelist.net/manga/39325/Boku_dake_ga_Inai_Machi,9,49,Finished,"Mystery, Supernatural, Psychological, Seinen","Sanbe, Kei (Story & Art)",Young Ace,"53,074","2,393",8.471,1582,113,"Jun  4, 2012 to Nov  4, 2016"
159,Ookami Kodomo no Ame to Yuki,https://myanimelist.net/manga/40761/Ookami_Kodomo_no_Ame_to_Yuki,3,16,Finished,"Drama, Fantasy, Romance, Slice of Life, Seinen","Hosoda, Mamoru (Story), Yuu (Art)",Young Ace,"13,109",396,8.471,1592,669,"Apr  4, 2012 to Aug  3, 2013"
160,Ballroom e Youkoso,https://myanimelist.net/manga/48347/Ballroom_e_Youkoso,Unknown,Unknown,Publishing,"Comedy, Drama, Romance, School, Shounen, Sports","Takeuchi, Tomo (Story & Art)",Shounen Magazine (Monthly),"20,679",949,8.471,1602,380,"Nov  5, 2011 to ?"
161,Kanata kara,https://myanimelist.net/manga/923/Kanata_kara,14,57,Finished,"Adventure, Demons, Fantasy, Romance, Shoujo","Hikawa, Kyouko (Story & Art)",LaLa,"10,503",586,8.461,1612,885,"Sep  24, 1991 to Jan  24, 2003"
162,Saiyuuki Gaiden,https://myanimelist.net/manga/1097/Saiyuuki_Gaiden,4,35,Finished,"Action, Adventure, Fantasy","Minekura, Kazuya (Story & Art)",GFantasy,"7,564",260,8.451,1702,1290,"May  18, 1999 to May  16, 2009"
163,Barakamon,https://myanimelist.net/manga/17051/Barakamon,18,135,Finished,"Comedy, Shounen, Slice of Life","Yoshino, Satsuki (Story & Art)",Gangan Online,"20,611",864,8.461,1632,382,"Feb  22, 2008 to Jan  10, 2019"
164,Umineko no Naku Koro ni Chiru - Episode 7: Requiem of the Golden Witch,https://myanimelist.net/manga/23900/Umineko_no_Naku_Koro_ni_Chiru_-_Episode_7__Requiem_of_the_Golden_Witch,9,48,Finished,"Mystery, Drama, Shounen, Supernatural, Psychological, Thriller","Mizuno, Eita (Art), Ryukishi07 (Story)",Shounen Gangan,"5,123",109,8.461,1642,1990,"Apr  13, 2011 to Mar  12, 2015"
165,Tensei shitara Slime Datta Ken,https://myanimelist.net/manga/87610/Tensei_shitara_Slime_Datta_Ken,Unknown,Unknown,Publishing,Fantasy,"Mitz Vah (Art), Fuse (Story)",    None,"10,173",452,8.461,1652,914,"May  30, 2014 to ?"
166,"Komi-san wa, Comyushou desu.",https://myanimelist.net/manga/99007/Komi-san_wa_Comyushou_desu,Unknown,Unknown,Publishing,"Comedy, School, Shounen","Oda, Tomohito (Story & Art)",Shounen Sunday,"60,301","3,617",8.461,1662,84,"May  18, 2016 to ?"
167,4 Cut Hero,https://myanimelist.net/manga/99177/4_Cut_Hero,Unknown,Unknown,Publishing,"Action, Adventure, Comedy, Fantasy, Parody, Romance, Harem",Gojira-kun (Story & Art),Lezhin Comics Webtoon,"3,342",132,8.451,1762,3035,"Aug  18, 2014 to ?"
168,Lovely★Complex,https://myanimelist.net/manga/31/Lovely★Complex,17,68,Finished,"Comedy, Drama, Romance, School, Shoujo","Nakahara, Aya (Story & Art)",Bessatsu Margaret,"40,786","2,378",8.451,1682,159,"Aug  13, 2001 to Aug  13, 2007"
169,Cardcaptor Sakura,https://myanimelist.net/manga/106/Cardcaptor_Sakura,12,50,Finished,"Adventure, Comedy, Fantasy, Magic, Romance, Shoujo",CLAMP (Story & Art),Nakayoshi,"43,184","4,392",8.451,1692,151,"May  2, 1996 to Jul  3, 2000"
170,Komatta Toki ni wa Hoshi ni Kike,https://myanimelist.net/manga/2459/Komatta_Toki_ni_wa_Hoshi_ni_Kike,26,82,Finished,"Comedy, Drama, Shoujo, Shounen Ai","Abe, Miyuki (Story & Art)",Ichiraci,"5,937",310,8.451,1712,1680,"Mar  24, 1997 to May  20, 2005"
171,Kaichou wa Maid-sama!,https://myanimelist.net/manga/2921/Kaichou_wa_Maid-sama,18,98,Finished,"Comedy, Romance, School, Shoujo","Fujiwara, Hiro (Story & Art)",LaLa,"103,603","8,205",8.451,1722,28,"Dec  24, 2005 to Sep  24, 2013"
172,Ookami to Koushinryou,https://myanimelist.net/manga/3299/Ookami_to_Koushinryou,16,108,Finished,"Adventure, Drama, Fantasy, Historical, Romance, Supernatural, Seinen","Koume, Keito (Art), Hasekura, Isuna (Story)",Dengeki Maoh,"22,826","1,365",8.451,1732,354,"Sep  27, 2007 to Dec  27, 2017"
173,Canis Series,https://myanimelist.net/manga/57791/Canis_Series,Unknown,Unknown,Publishing,"Drama, Shounen Ai, Slice of Life","Ishie, Hachi (Story & Art)",Opera,"4,861",220,8.451,1742,2094,"Jun  28, 2012 to ?"
174,Innocent Rouge,https://myanimelist.net/manga/93699/Innocent_Rouge,Unknown,Unknown,Publishing,"Drama, Historical, Seinen","Sakamoto, Shinichi (Story & Art)",Grand Jump,"4,099",103,8.451,1752,2496,"May  20, 2015 to ?"
175,Beastars,https://myanimelist.net/manga/103701/Beastars,Unknown,Unknown,Publishing,"Drama, Shounen, Slice of Life, Psychological","Itagaki, Paru (Story & Art)",Shounen Champion,"9,545",609,8.451,1772,978,"Sep  8, 2016 to ?"
176,Date A Live Fragments: Date A Bullet,https://myanimelist.net/manga/105347/Date_A_Live_Fragments__Date_A_Bullet,Unknown,Unknown,Publishing,Sci-Fi,"Higashide, Yuichiro (Story), NOCO (Art)",    None,825,39,8.461,1672,9944,"Mar  18, 2017 to ?"
177,Dengeki Daisy,https://myanimelist.net/manga/5255/Dengeki_Daisy,16,80,Finished,"Comedy, Drama, Romance, Shoujo","Motomi, Kyousuke (Story & Art)",Betsucomi,"91,493","8,244",8.441,1782,39,"May  12, 2007 to Dec  24, 2013"
178,No.6,https://myanimelist.net/manga/24308/No6,9,35,Finished,"Action, Mystery, Drama, Sci-Fi, Shoujo","Asano, Atsuko (Story), Kino, Hinoki (Art)",ARIA,"28,891","1,723",8.441,1792,253,"Jan  28, 2011 to Nov  28, 2013"
179,Sakamichi no Apollon: Bonus Track,https://myanimelist.net/manga/47022/Sakamichi_no_Apollon__Bonus_Track,1,5,Finished,"Drama, Historical, Music, Romance, Slice of Life, Josei","Kodama, Yuki (Story & Art)",Flowers (Monthly),"3,954",29,8.441,1802,2573,"Mar  28, 2012 to Jul  28, 2012"
180,Fate/strange Fake,https://myanimelist.net/manga/83903/Fate_strange_Fake,Unknown,Unknown,Publishing,"Action, Fantasy, Magic, Supernatural","Narita, Ryohgo (Story), Morii, Shizuki (Art)",    None,"3,617",166,8.441,1812,2819,"Jan  10, 2015 to ?"
181,Chichi to Hige-Gorilla to Watashi,https://myanimelist.net/manga/84983/Chichi_to_Hige-Gorilla_to_Watashi,7,Unknown,Finished,"Comedy, Slice of Life","Koike, Sadaji (Story & Art)",Manga Club,"3,356",81,8.441,1822,3024,"Feb  4, 2011 to Nov  5, 2018"
